UniProtKB:P50667,MT-CO2,Cytochrome c oxidase subunit 2,,GO:0042773,,GO_Central,NCBITaxon:9823,IBA,PANTHER:PTN000527128|UniProtKB:Q81HT3,PANTHER:PTHR22888,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:P50690,MT-CO2,Cytochrome c oxidase subunit 2,,GO:0042773,,GO_Central,NCBITaxon:9598,IBA,PANTHER:PTN000527128|UniProtKB:Q81HT3,PANTHER:PTHR22888,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:O46578,COX4I1,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Fragment)",,GO:0006123,,GO_Central,NCBITaxon:9595,IBA,PANTHER:PTN000076140|SGD:S000001373|SGD:S000004997|WB:WBGene00012354,PANTHER:PTHR10707,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:O46577,COX4I1,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Fragment)",,GO:0006123,,GO_Central,NCBITaxon:9598,IBA,PANTHER:PTN000076140|SGD:S000001373|SGD:S000004997|WB:WBGene00012354,PANTHER:PTHR10707,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:Q5S3G4,COX5B,"Cytochrome c oxidase subunit 5B, mitochondrial",,GO:0006123,,GO_Central,NCBITaxon:9823,IBA,PANTHER:PTN000012880|SGD:S000003155,PANTHER:PTHR10122,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:Q5S3G4,COX5B,"Cytochrome c oxidase subunit 5B, mitochondrial",,GO:0042776,,GO_Central,NCBITaxon:9823,IBA,PANTHER:PTN000012880|WB:WBGene00000371,PANTHER:PTHR10122,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:K7ECP8,K7ECP8,Uncharacterized protein,,GO:0002082,,GO_Central,NCBITaxon:9258,IBA,MGI:MGI:1277989|PANTHER:PTN000913312|UniProtKB:P34897,PANTHER:PTHR11680,protein,,PMID:21873635,20180504
,,,,,,,,,,,,,,
UniProtKB:P60025,COX7C,"Cytochrome c oxidase subunit 7C, mitochondrial",,GO:0006123,,GO_Central,NCBITaxon:9598,IBA,PANTHER:PTN000329966|SGD:S000004387,PANTHER:PTHR13313,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:F7C393,PGK1,Phosphoglycerate kinase,,GO:1903862,,GO_Central,NCBITaxon:13616,IBA,PANTHER:PTN000150497|ZFIN:ZDB-GENE-040426-2711,PANTHER:PTHR11406,protein,,PMID:21873635,20180411
,,,,,,,,,,,,,,
UniProtKB:Q69GF7,COX2,Cytochrome c oxidase subunit 2,,GO:0042773,,GO_Central,NCBITaxon:9823,IBA,PANTHER:PTN000527128|UniProtKB:Q81HT3,PANTHER:PTHR22888,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:H9H6I9,UQCC3,Ubiquinol-cytochrome c reductase complex assembly factor 3,,GO:0006122,,GO_Central,NCBITaxon:13616,IBA,PANTHER:PTN002193739|UniProtKB:Q6UW78,PANTHER:PTHR36465,protein,,PMID:21873635,20170921
,,,,,,,,,,,,,,
UniProtKB:A0A1D5Q4D6,SHMT2,Serine hydroxymethyltransferase,,GO:0002082,,GO_Central,NCBITaxon:9544,IBA,MGI:MGI:1277989|PANTHER:PTN000913312|UniProtKB:P34897,PANTHER:PTHR11680,protein,,PMID:21873635,20180504
,,,,,,,,,,,,,,
UniProtKB:A0A3Q2I0G5,LOC100630549,Uncharacterized protein,,GO:0006123,,GO_Central,NCBITaxon:9796,IBA,PANTHER:PTN000329966|SGD:S000004387,PANTHER:PTHR13313,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A3Q2I078,SHMT2,Serine hydroxymethyltransferase,,GO:0002082,,GO_Central,NCBITaxon:9796,IBA,MGI:MGI:1277989|PANTHER:PTN000913312|UniProtKB:P34897,PANTHER:PTHR11680,protein,,PMID:21873635,20180504
,,,,,,,,,,,,,,
UniProtKB:A0A3Q2HNK4,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6,,GO:0006120,,GO_Central,NCBITaxon:9796,IBA,PANTHER:PTN000322556|WB:WBGene00009051,PANTHER:PTHR13156,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A3Q2HBY0,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",,GO:0006121,,GO_Central,NCBITaxon:9796,IBA,PANTHER:PTN000180258|SGD:S000001631,PANTHER:PTHR11632,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A3Q2HAW4,COX7A1,Cytochrome c oxidase subunit 7A1,,GO:0002082,,GO_Central,NCBITaxon:9796,IBA,MGI:MGI:106015|PANTHER:PTN000828143,PANTHER:PTHR10510,protein,,PMID:21873635,20180308
,,,,,,,,,,,,,,
UniProtKB:A0A3Q1MP07,A0A3Q1MP07,Uncharacterized protein,,GO:0002082,,GO_Central,NCBITaxon:9913,IBA,MGI:MGI:106015|PANTHER:PTN000828143,PANTHER:PTHR10510,protein,,PMID:21873635,20180308
,,,,,,,,,,,,,,
UniProtKB:A0A3Q2HA19,NDUFA10,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",,GO:0006120,,GO_Central,NCBITaxon:9796,IBA,MGI:MGI:1914523|PANTHER:PTN000828201,PANTHER:PTHR10513,protein,,PMID:21873635,20180309
,,,,,,,,,,,,,,
UniProtKB:A0A3Q1M728,A0A3Q1M728,Uncharacterized protein,,GO:0006121,,GO_Central,NCBITaxon:9913,IBA,FB:FBgn0037873|PANTHER:PTN000104658|WB:WBGene00003225,PANTHER:PTHR10978,protein,,PMID:21873635,20181001
,,,,,,,,,,,,,,
UniProtKB:A0A1D5Q1U3,CYCS,Cytochrome c,,GO:0006123,,GO_Central,NCBITaxon:9544,IBA,PANTHER:PTN000238899|RGD:2451|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A1D5Q1U3,CYCS,Cytochrome c,,GO:0006122,,GO_Central,NCBITaxon:9544,IBA,PANTHER:PTN000238899|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A1D5Q209,LOC106992283,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",,GO:0002082,,GO_Central,NCBITaxon:9544,IBA,MGI:MGI:106015|PANTHER:PTN000828143,PANTHER:PTHR10510,protein,,PMID:21873635,20180308
,,,,,,,,,,,,,,
UniProtKB:A0A1D5Q101,A0A1D5Q101,Uncharacterized protein,,GO:0006121,,GO_Central,NCBITaxon:9544,IBA,FB:FBgn0037873|PANTHER:PTN000104658|WB:WBGene00003225,PANTHER:PTHR10978,protein,,PMID:21873635,20181001
,,,,,,,,,,,,,,
UniProtKB:Q35916,MT-CO3,Cytochrome c oxidase subunit 3,,GO:0006123,,GO_Central,NCBITaxon:9823,IBA,PANTHER:PTN001685539|PomBase:SPMIT.04|SGD:S000007283,PANTHER:PTHR11403,protein,,PMID:21873635,20170602
,,,,,,,,,,,,,,
UniProtKB:I3W8K0,COX1,Cytochrome c oxidase subunit 1,,GO:0006123,,GO_Central,NCBITaxon:9544,IBA,FB:FBgn0013674|PANTHER:PTN000046096|SGD:S000007260,PANTHER:PTHR10422,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A3Q2GXL3,LOC100051878,Uncharacterized protein,,GO:0006122,,GO_Central,NCBITaxon:9796,IBA,PANTHER:PTN000393767|SGD:S000001929,PANTHER:PTHR15336,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:Q1W0Y2,COX7C,"Cytochrome c oxidase subunit 7C, mitochondrial",,GO:0006123,,GO_Central,NCBITaxon:9823,IBA,PANTHER:PTN000329966|SGD:S000004387,PANTHER:PTHR13313,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A3Q1N6F2,A0A3Q1N6F2,Uncharacterized protein,,GO:0002082,,GO_Central,NCBITaxon:9913,IBA,MGI:MGI:106015|PANTHER:PTN000828143,PANTHER:PTHR10510,protein,,PMID:21873635,20180308
,,,,,,,,,,,,,,
UniProtKB:E2R5X8,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8,,GO:0006120,,GO_Central,NCBITaxon:9615,IBA,PANTHER:PTN000091257|WB:WBGene00020636,PANTHER:PTHR10849,protein,,PMID:21873635,20180308
,,,,,,,,,,,,,,
UniProtKB:Q69BK5,UQCRFS1,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",,GO:0006122,,GO_Central,NCBITaxon:9598,IBA,PANTHER:PTN002228081|PomBase:SPBC16H5.06|SGD:S000000750|WB:WBGene00002162,PANTHER:PTHR10134,protein,,PMID:21873635,20191016
,,,,,,,,,,,,,,
UniProtKB:Q69BK4,UQCRFS1,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",,GO:0006122,,GO_Central,NCBITaxon:9595,IBA,PANTHER:PTN002228081|PomBase:SPBC16H5.06|SGD:S000000750|WB:WBGene00002162,PANTHER:PTHR10134,protein,,PMID:21873635,20191016
,,,,,,,,,,,,,,
UniProtKB:Q2EN79,UQCR10,Ubiquinol-cytochrome c reductase complex,,GO:0006122,,GO_Central,NCBITaxon:9823,IBA,PANTHER:PTN000312316|SGD:S000003415,PANTHER:PTHR12980,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:Q65CJ1,COI,Cytochrome c oxidase subunit 1,,GO:0006123,,GO_Central,NCBITaxon:13616,IBA,FB:FBgn0013674|PANTHER:PTN000046096|SGD:S000007260,PANTHER:PTHR10422,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A2I2Z4D3,A0A2I2Z4D3,Phosphoglycerate kinase,,GO:1903862,,GO_Central,NCBITaxon:9595,IBA,PANTHER:PTN000150497|ZFIN:ZDB-GENE-040426-2711,PANTHER:PTHR11406,protein,,PMID:21873635,20180411
,,,,,,,,,,,,,,
UniProtKB:J9P825,NDUFV3,NADH:ubiquinone oxidoreductase subunit V3,,GO:0042775,,GO_Central,NCBITaxon:9615,IBA,PANTHER:PTN002704446|UniProtKB:P56181,PANTHER:PTHR17117,protein,,PMID:21873635,20200408
,,,,,,,,,,,,,,
UniProtKB:A0A2I2YQX5,A0A2I2YQX5,Uncharacterized protein,,GO:0006123,,GO_Central,NCBITaxon:9595,IBA,PANTHER:PTN000329966|SGD:S000004387,PANTHER:PTHR13313,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:F6RXA0,LOC704249,Phosphoglycerate kinase,,GO:1903862,,GO_Central,NCBITaxon:9544,IBA,PANTHER:PTN000150497|ZFIN:ZDB-GENE-040426-2711,PANTHER:PTHR11406,protein,,PMID:21873635,20180411
,,,,,,,,,,,,,,
UniProtKB:A0A2I2YLX0,A0A2I2YLX0,Succinate dehydrogenase [ubiquinone] cytochrome b small subunit,,GO:0006121,,GO_Central,NCBITaxon:9595,IBA,PANTHER:PTN001000243|SGD:S000004154,PANTHER:PTHR13337,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A2I2YLJ6,A0A2I2YLJ6,Cytochrome b-c1 complex subunit 7,,GO:0006122,,GO_Central,NCBITaxon:9595,IBA,PANTHER:PTN000246311|SGD:S000002937,PANTHER:PTHR12022,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A2I2YFB7,A0A2I2YFB7,Uncharacterized protein,,GO:0006123,,GO_Central,NCBITaxon:9595,IBA,PANTHER:PTN000367750|SGD:S000001093|WB:WBGene00012553,PANTHER:PTHR14200,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:M3VX83,NDUFV1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",,GO:0006120,,GO_Central,NCBITaxon:9685,IBA,PANTHER:PTN000207233|WB:WBGene00003831,PANTHER:PTHR11780,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:Q04911,MT-CYB,Cytochrome b,,GO:0006122,,GO_Central,NCBITaxon:13616,IBA,PANTHER:PTN000444161|SGD:S000007270|UniProtKB:P24964|VGNC:VGNC:55738,PANTHER:PTHR19271,protein,,PMID:21873635,20191118
,,,,,,,,,,,,,,
UniProtKB:A0A2I2U4G5,A0A2I2U4G5,Uncharacterized protein,,GO:0006122,,GO_Central,NCBITaxon:9685,IBA,PANTHER:PTN000238899|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A2I2U4G5,A0A2I2U4G5,Uncharacterized protein,,GO:0006123,,GO_Central,NCBITaxon:9685,IBA,PANTHER:PTN000238899|RGD:2451|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A2I2U2P5,A0A2I2U2P5,Uncharacterized protein,,GO:0002082,,GO_Central,NCBITaxon:9685,IBA,MGI:MGI:106015|PANTHER:PTN000828143,PANTHER:PTHR10510,protein,,PMID:21873635,20180308
,,,,,,,,,,,,,,
UniProtKB:F6X635,UQCRQ,Ubiquinol-cytochrome c reductase complex III subunit VII,,GO:0006122,,GO_Central,NCBITaxon:13616,IBA,PANTHER:PTN000950370|PomBase:SPAC1782.07|SGD:S000003702,PANTHER:PTHR12119,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A2I2UJM8,A0A2I2UJM8,"Cytochrome c oxidase subunit 6A, mitochondrial",,GO:0006123,,GO_Central,NCBITaxon:9685,IBA,FB:FBgn0034877|PANTHER:PTN000161400,PANTHER:PTHR11504,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:Q05752,NDUFA7,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,,GO:0006120,,GO_Central,NCBITaxon:9913,IBA,PANTHER:PTN000968153|UniProtKB:Q05752,PANTHER:PTHR12485,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:Q6WUX8,CYCS,Cytochrome c,,GO:0006123,,GO_Central,NCBITaxon:9595,IBA,PANTHER:PTN000238899|RGD:2451|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:Q6WUX8,CYCS,Cytochrome c,,GO:0006122,,GO_Central,NCBITaxon:9595,IBA,PANTHER:PTN000238899|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
VGNC:VGNC:55746,MT-CO2,Cytochrome c oxidase subunit 2,,GO:0042773,,GO_Central,NCBITaxon:9913,IBA,PANTHER:PTN000527128|UniProtKB:Q81HT3,PANTHER:PTHR22888,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
VGNC:VGNC:55738,MT-CYB,Cytochrome b,,GO:0006122,,GO_Central,NCBITaxon:9913,IBA,PANTHER:PTN000444161|SGD:S000007270|UniProtKB:P24964|VGNC:VGNC:55738,PANTHER:PTHR19271,protein,,PMID:21873635,20191118
,,,,,,,,,,,,,,
UniProtKB:F6YMY6,F6YMY6,Uncharacterized protein,,GO:0042776,,GO_Central,NCBITaxon:9544,IBA,PANTHER:PTN000390017|PomBase:SPAC222.12c,PANTHER:PTHR15184,protein,,PMID:21873635,20190213
,,,,,,,,,,,,,,
UniProtKB:M3VU92,SHMT2,Serine hydroxymethyltransferase,,GO:0002082,,GO_Central,NCBITaxon:9685,IBA,MGI:MGI:1277989|PANTHER:PTN000913312|UniProtKB:P34897,PANTHER:PTHR11680,protein,,PMID:21873635,20180504
,,,,,,,,,,,,,,
UniProtKB:F6ZKC8,COX4I1,Cytochrome c oxidase subunit 4I1,,GO:0006123,,GO_Central,NCBITaxon:9796,IBA,PANTHER:PTN000076140|SGD:S000001373|SGD:S000004997|WB:WBGene00012354,PANTHER:PTHR10707,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:F6V193,LOC111768755,Uncharacterized protein,,GO:0006123,,GO_Central,NCBITaxon:9796,IBA,PANTHER:PTN000238899|RGD:2451|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:F6V193,LOC111768755,Uncharacterized protein,,GO:0006122,,GO_Central,NCBITaxon:9796,IBA,PANTHER:PTN000238899|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:M3WXM9,M3WXM9,Uncharacterized protein,,GO:0006123,,GO_Central,NCBITaxon:9685,IBA,PANTHER:PTN000238899|RGD:2451|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:M3WXM9,M3WXM9,Uncharacterized protein,,GO:0006122,,GO_Central,NCBITaxon:9685,IBA,PANTHER:PTN000238899|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:F6ZST7,F6ZST7,Uncharacterized protein,,GO:0006123,,GO_Central,NCBITaxon:9544,IBA,PANTHER:PTN000238899|RGD:2451|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:F6ZST7,F6ZST7,Uncharacterized protein,,GO:0006122,,GO_Central,NCBITaxon:9544,IBA,PANTHER:PTN000238899|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:F6R4E9,F6R4E9,Uncharacterized protein,,GO:0042775,,GO_Central,NCBITaxon:9258,IBA,PANTHER:PTN002704446|UniProtKB:P56181,PANTHER:PTHR17117,protein,,PMID:21873635,20200408
,,,,,,,,,,,,,,
UniProtKB:P67780,MT-CO2,Cytochrome c oxidase subunit 2,,GO:0042773,,GO_Central,NCBITaxon:9615,IBA,PANTHER:PTN000527128|UniProtKB:Q81HT3,PANTHER:PTHR22888,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:P34942,NDUFA10,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",,GO:0006120,,GO_Central,NCBITaxon:9913,IBA,MGI:MGI:1914523|PANTHER:PTN000828201,PANTHER:PTHR10513,protein,,PMID:21873635,20180309
,,,,,,,,,,,,,,
UniProtKB:Q3T061,COX7A2L,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",,GO:0002082,,GO_Central,NCBITaxon:9913,IBA,MGI:MGI:106015|PANTHER:PTN000828143,PANTHER:PTHR10510,protein,,PMID:21873635,20180308
,,,,,,,,,,,,,,
UniProtKB:Q3SZ20,SHMT2,"Serine hydroxymethyltransferase, mitochondrial",,GO:0002082,,GO_Central,NCBITaxon:9913,IBA,MGI:MGI:1277989|PANTHER:PTN000913312|UniProtKB:P34897,PANTHER:PTHR11680,protein,,PMID:21873635,20180504
,,,,,,,,,,,,,,
UniProtKB:Q3SZT9,CYCT,Cytochrome c 2,,GO:0006123,,GO_Central,NCBITaxon:9913,IBA,PANTHER:PTN000238899|RGD:2451|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:Q3SZT9,CYCT,Cytochrome c 2,,GO:0006122,,GO_Central,NCBITaxon:9913,IBA,PANTHER:PTN000238899|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:Q0MQH7,NDUFS6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",,GO:0006120,,GO_Central,NCBITaxon:9598,IBA,PANTHER:PTN000322556|WB:WBGene00009051,PANTHER:PTHR13156,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A2I3SZB4,LOC104002760,Uncharacterized protein,,GO:0006123,,GO_Central,NCBITaxon:9598,IBA,PANTHER:PTN000238899|RGD:2451|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A2I3SZB4,LOC104002760,Uncharacterized protein,,GO:0006122,,GO_Central,NCBITaxon:9598,IBA,PANTHER:PTN000238899|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A2I3RWX2,A0A2I3RWX2,Succinate dehydrogenase [ubiquinone] cytochrome b small subunit,,GO:0006121,,GO_Central,NCBITaxon:9598,IBA,PANTHER:PTN001000243|SGD:S000004154,PANTHER:PTHR13337,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A2I2YC35,A0A2I2YC35,Ubiquinol-cytochrome c reductase complex III subunit VII,,GO:0006122,,GO_Central,NCBITaxon:9595,IBA,PANTHER:PTN000950370|PomBase:SPAC1782.07|SGD:S000003702,PANTHER:PTHR12119,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A2I2YB88,A0A2I2YB88,Ubiquinol-cytochrome c reductase binding protein,,GO:0006122,,GO_Central,NCBITaxon:9595,IBA,PANTHER:PTN000246311|SGD:S000002937,PANTHER:PTHR12022,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A2I2YAR7,A0A2I2YAR7,Uncharacterized protein,,GO:0006122,,GO_Central,NCBITaxon:9595,IBA,PANTHER:PTN000238899|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A2I2YAR7,A0A2I2YAR7,Uncharacterized protein,,GO:0006123,,GO_Central,NCBITaxon:9595,IBA,PANTHER:PTN000238899|RGD:2451|SGD:S000000765|SGD:S000003809,PANTHER:PTHR11961,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:A0A2I2YAF1,A0A2I2YAF1,Phosphoglycerate kinase,,GO:1903862,,GO_Central,NCBITaxon:9595,IBA,PANTHER:PTN000150497|ZFIN:ZDB-GENE-040426-2711,PANTHER:PTHR11406,protein,,PMID:21873635,20180411
,,,,,,,,,,,,,,
UniProtKB:F6SFZ4,PGK1,Phosphoglycerate kinase,,GO:1903862,,GO_Central,NCBITaxon:9544,IBA,PANTHER:PTN000150497|ZFIN:ZDB-GENE-040426-2711,PANTHER:PTHR11406,protein,,PMID:21873635,20180411
,,,,,,,,,,,,,,
UniProtKB:P31039,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",,GO:0006121,,GO_Central,NCBITaxon:9913,IBA,PANTHER:PTN000180258|SGD:S000001631,PANTHER:PTHR11632,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:F6U187,ATP5F1B,ATP synthase subunit beta,,GO:0042776,,GO_Central,NCBITaxon:9796,IBA,PANTHER:PTN000390017|PomBase:SPAC222.12c,PANTHER:PTHR15184,protein,,PMID:21873635,20190213
,,,,,,,,,,,,,,
UniProtKB:A0A2I3T4V4,UQCRHL,Cytochrome b-c1 complex subunit 6,,GO:0006122,,GO_Central,NCBITaxon:9598,IBA,PANTHER:PTN000393767|SGD:S000001929,PANTHER:PTHR15336,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:F6UY50,UQCRFS1,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",,GO:0006122,,GO_Central,NCBITaxon:13616,IBA,PANTHER:PTN002228081|PomBase:SPBC16H5.06|SGD:S000000750|WB:WBGene00002162,PANTHER:PTHR10134,protein,,PMID:21873635,20191016
,,,,,,,,,,,,,,
UniProtKB:H9Z5D2,COX7A2,"Cytochrome c oxidase subunit 7A2, mitochondrial",,GO:0002082,,GO_Central,NCBITaxon:9544,IBA,MGI:MGI:106015|PANTHER:PTN000828143,PANTHER:PTHR10510,protein,,PMID:21873635,20180308
,,,,,,,,,,,,,,
UniProtKB:Q29259,NDUFB6,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,,GO:0042775,,GO_Central,NCBITaxon:9823,IBA,PANTHER:PTN000386993|UniProtKB:O95139,PANTHER:PTHR15083,protein,,PMID:21873635,20190213
,,,,,,,,,,,,,,
UniProtKB:E2R9X3,SDHC,Succinate dehydrogenase complex subunit C,,GO:0006121,,GO_Central,NCBITaxon:9615,IBA,FB:FBgn0037873|PANTHER:PTN000104658|WB:WBGene00003225,PANTHER:PTHR10978,protein,,PMID:21873635,20181001
,,,,,,,,,,,,,,
UniProtKB:E2RB66,COX4I2,Cytochrome c oxidase subunit 4I2,,GO:0006123,,GO_Central,NCBITaxon:9615,IBA,PANTHER:PTN000076140|SGD:S000001373|SGD:S000004997|WB:WBGene00012354,PANTHER:PTHR10707,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:F7GIT8,COX5B,Uncharacterized protein,,GO:0042776,,GO_Central,NCBITaxon:13616,IBA,PANTHER:PTN000012880|WB:WBGene00000371,PANTHER:PTHR10122,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:F7GIT8,COX5B,Uncharacterized protein,,GO:0006123,,GO_Central,NCBITaxon:13616,IBA,PANTHER:PTN000012880|SGD:S000003155,PANTHER:PTHR10122,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:F7GLL0,F7GLL0,Uncharacterized protein,,GO:0002082,,GO_Central,NCBITaxon:9544,IBA,MGI:MGI:106015|PANTHER:PTN000828143,PANTHER:PTHR10510,protein,,PMID:21873635,20180308
,,,,,,,,,,,,,,
UniProtKB:E2REM0,CYC1,Cytochrome c1,,GO:0042776,,GO_Central,NCBITaxon:9615,IBA,PANTHER:PTN000030137|WB:WBGene00000869,PANTHER:PTHR10266,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
UniProtKB:E2REM0,CYC1,Cytochrome c1,,GO:0006122,,GO_Central,NCBITaxon:9615,IBA,PANTHER:PTN000030137|SGD:S000005591,PANTHER:PTHR10266,protein,,PMID:21873635,20170228
,,,,,,,,,,,,,,
