ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_ID,Metadata_Plate,Metadata_Run,Metadata_Series,FileName__96h_brachyury_mask,FileName__96h_brachyury_original,FileName__96h_brightfield_mask,PathName__96h_brachyury_mask,PathName__96h_brachyury_original,PathName__96h_brightfield_mask,Intensity_IntegratedIntensityEdge__96h_brachyury_original,Intensity_IntegratedIntensity__96h_brachyury_original,Intensity_LowerQuartileIntensity__96h_brachyury_original,Intensity_MADIntensity__96h_brachyury_original,Intensity_MassDisplacement__96h_brachyury_original,Intensity_MaxIntensityEdge__96h_brachyury_original,Intensity_MaxIntensity__96h_brachyury_original,Intensity_MeanIntensityEdge__96h_brachyury_original,Intensity_MeanIntensity__96h_brachyury_original,Intensity_MedianIntensity__96h_brachyury_original,Intensity_MinIntensityEdge__96h_brachyury_original,Intensity_MinIntensity__96h_brachyury_original,Intensity_StdIntensityEdge__96h_brachyury_original,Intensity_StdIntensity__96h_brachyury_original,Intensity_UpperQuartileIntensity__96h_brachyury_original,Location_CenterMassIntensity_X__96h_brachyury_original,Location_CenterMassIntensity_Y__96h_brachyury_original,Location_CenterMassIntensity_Z__96h_brachyury_original,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X__96h_brachyury_original,Location_MaxIntensity_Y__96h_brachyury_original,Location_MaxIntensity_Z__96h_brachyury_original,Number_Object_Number,RadialDistribution_FracAtD__96h_brachyury_original_1of9,RadialDistribution_FracAtD__96h_brachyury_original_2of9,RadialDistribution_FracAtD__96h_brachyury_original_3of9,RadialDistribution_FracAtD__96h_brachyury_original_4of9,RadialDistribution_FracAtD__96h_brachyury_original_5of9,RadialDistribution_FracAtD__96h_brachyury_original_6of9,RadialDistribution_FracAtD__96h_brachyury_original_7of9,RadialDistribution_FracAtD__96h_brachyury_original_8of9,RadialDistribution_FracAtD__96h_brachyury_original_9of9,RadialDistribution_MeanFrac__96h_brachyury_original_1of9,RadialDistribution_MeanFrac__96h_brachyury_original_2of9,RadialDistribution_MeanFrac__96h_brachyury_original_3of9,RadialDistribution_MeanFrac__96h_brachyury_original_4of9,RadialDistribution_MeanFrac__96h_brachyury_original_5of9,RadialDistribution_MeanFrac__96h_brachyury_original_6of9,RadialDistribution_MeanFrac__96h_brachyury_original_7of9,RadialDistribution_MeanFrac__96h_brachyury_original_8of9,RadialDistribution_MeanFrac__96h_brachyury_original_9of9,RadialDistribution_RadialCV__96h_brachyury_original_1of9,RadialDistribution_RadialCV__96h_brachyury_original_2of9,RadialDistribution_RadialCV__96h_brachyury_original_3of9,RadialDistribution_RadialCV__96h_brachyury_original_4of9,RadialDistribution_RadialCV__96h_brachyury_original_5of9,RadialDistribution_RadialCV__96h_brachyury_original_6of9,RadialDistribution_RadialCV__96h_brachyury_original_7of9,RadialDistribution_RadialCV__96h_brachyury_original_8of9,RadialDistribution_RadialCV__96h_brachyury_original_9of9
1,1,nan,0,A10,1,RR,0,FK223_run_RR_PLATE_1_ID_A10_C_BRA_mask.tif,FK223_run_RR_PLATE_1_ID_A10_C_BRA.tif,FK223_run_RR_PLATE_1_ID_A10_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,5816.4549169540405,441093.55240774155,22.175113677978516,7.843603134155273,5.1458562297686905,25.249662399291992,54.90419387817383,14.541137292385102,30.17055762022856,31.872879028320312,6.557622909545898,6.557622909545898,5.0511214965422715,10.388069797840961,38.722862243652344,392.69270244406965,327.56537139929674,0.0,390.78153214774284,332.3431600547196,0,396.0,331.0,0.0,1,0.015117218,0.048409075,0.07876878,0.11025706,0.14059545,0.1597437,0.1652463,0.15584858,0.12601388,1.5674732201435104,1.5385666735794126,1.414741520250453,1.3466651691629539,1.299308150177807,1.177143569615097,1.002448465937894,0.7986351927037904,0.5795290508372255,0.02256700788641676,0.05398709297046737,0.04488577548741829,0.033294983247062454,0.03363726034050657,0.06607805796445827,0.13636911075922575,0.20643357650181227,0.2912497323366397
2,1,nan,0,A11,1,RR,0,FK223_run_RR_PLATE_1_ID_A11_C_BRA_mask.tif,FK223_run_RR_PLATE_1_ID_A11_C_BRA.tif,FK223_run_RR_PLATE_1_ID_A11_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,6403.079578399658,459054.2833023071,26.27561855316162,7.546470642089844,1.9815354586553509,28.058412551879883,60.27423858642578,16.93936396402026,33.56150630957063,33.71835708618164,8.840289115905762,8.840289115905762,4.035352781353639,10.149334614911725,41.31515693664551,366.6373269028749,287.492224317767,0.0,364.81239947360723,286.720134522591,0,388.0,293.0,0.0,1,0.015047151,0.048189923,0.081003495,0.10946117,0.13239998,0.15269612,0.1646878,0.16170497,0.1348094,1.4292703248792957,1.4550590928948117,1.4150265627094558,1.329671341006113,1.2219749495246286,1.1247051689306362,1.0042798453896256,0.835587688817768,0.626545374202274,0.021068903497016504,0.03340465359896712,0.04654328506811862,0.07688822335781462,0.08675280182964927,0.10502722401304343,0.10518777462269727,0.15257060787015295,0.20378291593602052
3,1,nan,0,A12,1,RR,0,FK223_run_RR_PLATE_1_ID_A12_C_BRA_mask.tif,FK223_run_RR_PLATE_1_ID_A12_C_BRA.tif,FK223_run_RR_PLATE_1_ID_A12_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,5639.9605984687805,419785.3215060234,15.104539394378662,9.542350769042969,12.085714324654285,26.462404251098633,50.32737731933594,12.731288032660904,25.102273605574563,26.168522834777832,5.02521276473999,5.02521276473999,6.257926264297563,11.292803711683069,34.51334762573242,363.9243185923447,279.2922017104208,0.0,366.46875560605156,267.47736650122584,0,376.0,271.0,0.0,1,0.015638137,0.04885155,0.08524225,0.11459117,0.13487734,0.14921838,0.15963614,0.15589428,0.13605076,1.7318978079575744,1.6740665253801297,1.6272901041373609,1.4947800899560806,1.3015312984353575,1.139962985968686,0.9682971226118321,0.774976229412518,0.5859327509542602,0.04138946814912746,0.03210680638292721,0.04687082970300181,0.07821639839383243,0.1409596085600776,0.20765694068430962,0.28536322257666313,0.3739792724263906,0.4272603023124322
4,1,nan,0,A1,1,RR,0,FK223_run_RR_PLATE_1_ID_A1_C_BRA_mask.tif,FK223_run_RR_PLATE_1_ID_A1_C_BRA.tif,FK223_run_RR_PLATE_1_ID_A1_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,5641.713953495026,427306.5920405388,22.838627815246582,5.5453290939331055,4.352333245918487,29.75741958618164,44.347900390625,14.730323638368214,29.082324374909057,31.543652534484863,7.768577575683594,7.768577575683594,5.191486125598302,8.498480112769474,36.11253356933594,329.28453743126823,289.0790620027229,0.0,329.8459130198053,284.7630844619887,0,345.0,318.0,0.0,1,0.0139972875,0.043985933,0.07341914,0.10387646,0.13204984,0.16158257,0.17385034,0.16401356,0.13322489,1.2934726105838654,1.3109235588846448,1.290367710800685,1.2572131607024797,1.2241062164212602,1.1852884490416737,1.0647699392589727,0.8443767710131359,0.6214200963245492,0.025015345668849637,0.03453938047342581,0.04178702569495169,0.032716719118538164,0.04852755069799658,0.07407116913276626,0.10994572586022218,0.21591248955843323,0.29231151580885056
5,1,nan,0,A2,1,RR,0,FK223_run_RR_PLATE_1_ID_A2_C_BRA_mask.tif,FK223_run_RR_PLATE_1_ID_A2_C_BRA.tif,FK223_run_RR_PLATE_1_ID_A2_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,4992.211332798004,331183.0738577843,19.050637245178223,6.559185028076172,4.9586319766610245,21.940105438232422,44.95044708251953,13.565791665211968,25.726953612816303,26.475003242492676,7.614169597625732,7.614169597625732,3.9632956112225814,8.464463773780441,32.336997985839844,434.81363548381603,252.47615117095654,0.0,437.0174784432533,248.0341800668065,0,441.0,255.0,0.0,1,0.01563931,0.048305616,0.079632774,0.107395224,0.13201897,0.15439795,0.16321282,0.16054744,0.13884982,1.5606577261675585,1.527857965531151,1.4178598888558416,1.3179206120771798,1.2244093523223885,1.134454797315473,0.9887240674285315,0.8233972647038105,0.6406501049956962,0.034836988642985456,0.05026318420534423,0.060059497962050915,0.0817720396883653,0.10141880152778938,0.12338075087279263,0.17786186640527024,0.2479246044123824,0.27843900960221246
6,1,nan,0,A3,1,RR,0,FK223_run_RR_PLATE_1_ID_A3_C_BRA_mask.tif,FK223_run_RR_PLATE_1_ID_A3_C_BRA.tif,FK223_run_RR_PLATE_1_ID_A3_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,5169.973952293396,374209.7207174301,20.556026458740234,6.8367156982421875,6.762110205508515,24.62793731689453,46.98408508300781,13.749930724184564,27.112717049516746,27.594955444335938,8.709325790405273,8.709325790405273,3.567763650970541,8.426261982239074,34.25751876831055,300.5836810675382,284.40492409148175,0.0,303.0464425445588,278.1072308361107,0,290.0,307.0,0.0,1,0.012613698,0.04099791,0.07378592,0.10260772,0.12793949,0.15052105,0.17232676,0.17754667,0.14166081,1.1924264283391257,1.249123997788942,1.2891054621037,1.2510527790830084,1.185910594351262,1.1145341197596326,1.0477770576524301,0.9143653251230707,0.6565488559275838,0.03009550757902489,0.03972517782462391,0.08755694086742198,0.13849339641353434,0.16098339490286315,0.19117088313420863,0.23508616260025775,0.27065580031634073,0.24668966259056999
7,1,nan,0,A4,1,RR,0,FK223_run_RR_PLATE_1_ID_A4_C_BRA_mask.tif,FK223_run_RR_PLATE_1_ID_A4_C_BRA.tif,FK223_run_RR_PLATE_1_ID_A4_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,6173.372488498688,404277.8134961128,21.71644401550293,7.567270278930664,10.027689050221712,27.573223114013672,52.69384002685547,15.394943861592738,28.655926672534225,29.717937469482422,6.070043087005615,6.070043087005615,6.25532058295325,10.97845229370409,36.85637283325195,374.86869860364845,271.7927325148926,0.0,384.1548766657216,268.0083640487667,0,375.0,255.0,0.0,1,0.0126120355,0.04262865,0.07725377,0.10969273,0.1325751,0.15297177,0.1658853,0.1644596,0.14192112,1.4010283213079098,1.4319166401667147,1.4728326159151763,1.4043058393600807,1.2620576491400914,1.1424699800868947,0.9975745117471231,0.8195676621469403,0.6314169446100982,0.02657818679372533,0.0772539718020438,0.10116217908927483,0.11287621210552391,0.12949812118001186,0.17709432836096287,0.23922943202310923,0.30576409918050546,0.3542191962381971
8,1,nan,0,A5,1,RR,0,FK223_run_RR_PLATE_1_ID_A5_C_BRA_mask.tif,FK223_run_RR_PLATE_1_ID_A5_C_BRA.tif,FK223_run_RR_PLATE_1_ID_A5_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,2784.513373374939,180493.17264175415,9.567262172698975,4.784301280975342,5.9363088357697205,10.759318351745605,29.600448608398438,7.485251003696073,14.878672215131,13.52383279800415,5.10181999206543,5.080214977264404,1.0284474398993715,6.026032980859932,20.0,330.7794265194445,277.4648290818379,0.0,331.9202044349188,283.29049542494437,0,315.0,272.0,0.0,1,0.013728178,0.044931374,0.08411145,0.11800504,0.14108393,0.1562638,0.15903766,0.15290523,0.12993328,1.6993523327234135,1.6617759266504655,1.6404437708317972,1.4896140557546107,1.31855863316676,1.1351114606607442,0.9522635283542513,0.7658518966222766,0.5824910025253435,0.05015207925491081,0.07680563260629865,0.07532929739859504,0.10117529601687535,0.16165517200869403,0.20493284107717452,0.23391863928456483,0.214320761741997,0.15331084148442217
9,1,nan,0,A6,1,RR,0,FK223_run_RR_PLATE_1_ID_A6_C_BRA_mask.tif,FK223_run_RR_PLATE_1_ID_A6_C_BRA.tif,FK223_run_RR_PLATE_1_ID_A6_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,5577.384910106659,419494.6553616524,22.19799518585205,7.683854103088379,3.554039974222368,23.05535888671875,52.711944580078125,14.754986534673701,29.906227658205772,30.554283142089844,7.761013507843018,7.761013507843018,3.618560838175851,9.433492616466848,37.62563228607178,376.96833844076644,289.47603523152884,0.0,373.6404790760676,288.22841662508023,0,392.0,278.0,0.0,1,0.013902447,0.046749566,0.07972837,0.110911466,0.13781676,0.15603462,0.16300538,0.1597999,0.13205154,1.3637036831033205,1.434915008271996,1.4102772756433823,1.3670959016913757,1.2718129275856807,1.148319829657969,0.9928252239797706,0.8204660498663926,0.6103087266106183,0.023675219549407815,0.02163434937511121,0.058877351985164396,0.08176959625723204,0.08571083299244048,0.08843235692375047,0.12985218185388805,0.1743516271192793,0.19098695435192728
10,1,nan,0,A7,1,RR,0,FK223_run_RR_PLATE_1_ID_A7_C_BRA_mask.tif,FK223_run_RR_PLATE_1_ID_A7_C_BRA.tif,FK223_run_RR_PLATE_1_ID_A7_C_BTFmask.tif,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brachyury\96h,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Focussed Images\96h\Brachyury,C:\Users\savill\OneDrive\Documents\PhD Jesse\Embryonic_organoid_prediction\Processing dataset for Paper\TLS_2D_morphostate_investigation\image_data\Processed Data\Masks Brightfield\96h,4262.828381061554,290564.4837155342,16.390336990356445,7.78520393371582,4.238573699802252,18.50452423095703,48.769012451171875,12.356024292932041,24.954009250732927,24.9325008392334,7.1752729415893555,7.1752729415893555,2.6064343534691234,9.999432827998493,31.80437660217285,344.4481919860672,277.86812588258016,0.0,346.5285125386465,281.5610614908966,0,351.0,284.0,0.0,1,0.016946072,0.054245982,0.08731907,0.11398672,0.1384028,0.15619403,0.1609666,0.1493047,0.12263406,1.8441127061704163,1.7995447809794556,1.6425577300526917,1.463353256965021,1.301746573750535,1.1489092228311701,0.9601921864831044,0.7512981678095985,0.5549751273097572,0.025413366686898715,0.01875146079344817,0.025452619092102644,0.05634885666870576,0.06896266348530285,0.09509524322162498,0.165079510327118,0.19697659253914268,0.17291050470172586
